price,miles,year,previous_owners,body_type,engine,doors,seats,brand,model,age,brand_freq,model_freq,body_type_freq,service_history_True,gearbox_Manual,fuel_type_Diesel Hybrid,fuel_type_Electric,fuel_type_Petrol,fuel_type_Petrol Hybrid,fuel_type_Petrol Plug-in Hybrid,emission_class_Euro 2,emission_class_Euro 3,emission_class_Euro 4,emission_class_Euro 5,emission_class_Euro 6,emission_class_Unknown
6900,70189,2016,3.0,Hatchback,1.4,3.0,4.0,SKODA,Fabia,7,0.01736015431248278,0.010195646183521631,0.618627721135299,False,True,False,False,False,False,False,False,False,False,False,True,False
1495,88585,2008,4.0,Hatchback,1.4,3.0,4.0,Vauxhall,Corsa,15,0.14907688068338384,0.060347203086249655,0.618627721135299,True,True,False,False,True,False,False,False,False,True,False,False,False
949,137000,2011,0.0,Hatchback,1.4,3.0,4.0,Hyundai,i30,12,0.025626894461284102,0.005786718104160926,0.618627721135299,False,True,False,False,True,False,False,False,False,False,True,False,False
2395,96731,2010,5.0,Hatchback,1.8,4.0,5.0,MINI,Hatch,13,0.026453568476164233,0.02149352438688344,0.618627721135299,True,True,False,False,True,False,False,False,False,True,False,False,False
1000,85000,2013,0.0,Hatchback,1.9,4.0,5.0,Vauxhall,Corsa,10,0.14907688068338384,0.060347203086249655,0.618627721135299,False,True,False,False,False,False,False,False,False,False,True,False,False
800,124196,2007,3.0,Coupe,2.4,4.0,5.0,Hyundai,Coupe,16,0.025626894461284102,0.0008266740148801323,0.037475888674566,False,True,False,False,True,False,False,False,False,True,False,False,False
798,140599,2008,0.0,Hatchback,2.4,3.0,4.0,Ford,Focus,15,0.1118765500137779,0.04408928079360706,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
1995,90000,2009,0.0,Hatchback,2.0,2.0,5.0,Vauxhall,Corsa,14,0.14907688068338384,0.060347203086249655,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
1299,87000,2008,5.0,Hatchback,1.4,5.0,5.0,Peugeot,207,15,0.06530724717553045,0.012951226233122072,0.618627721135299,False,True,False,False,False,False,False,False,False,True,False,False,False
1495,181693,2009,0.0,Hatchback,1.4,5.0,5.0,Ford,Fiesta,14,0.1118765500137779,0.0349958666299256,0.618627721135299,True,True,False,False,False,False,False,False,False,True,False,False,False
2950,79000,2011,4.0,Hatchback,1.6,5.0,5.0,Vauxhall,Insignia,12,0.14907688068338384,0.01212455221824194,0.618627721135299,False,True,False,False,True,False,False,False,False,False,True,False,False
6900,70189,2016,3.0,Hatchback,1.6,5.0,5.0,SKODA,Fabia,7,0.01736015431248278,0.010195646183521631,0.618627721135299,False,True,False,False,False,False,False,False,False,False,False,True,False
19800,69690,2019,1.0,Saloon,1.4,3.0,4.0,BMW,3 Series,4,0.07357398732433178,0.029209148525764672,0.09947643979057591,False,False,False,False,False,False,True,False,False,False,False,True,False
1100,164985,2008,0.0,Hatchback,1.4,3.0,4.0,Citroen,C1,15,0.025626894461284102,0.0038578120694406173,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
1295,109000,2007,0.0,Hatchback,1.4,3.0,4.0,Vauxhall,Corsa,16,0.14907688068338384,0.060347203086249655,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
999,111400,2007,2.0,Hatchback,1.4,3.0,4.0,Peugeot,207,16,0.06530724717553045,0.012951226233122072,0.618627721135299,False,True,False,False,False,False,False,False,False,True,False,False,False
1289,135000,2010,0.0,Hatchback,1.4,3.0,4.0,Citroen,C4,13,0.025626894461284102,0.002480022044640397,0.618627721135299,False,True,False,False,False,False,False,False,False,True,False,False,False
1200,134000,2004,5.0,Hatchback,1.4,3.0,4.0,Vauxhall,Astra,19,0.14907688068338384,0.041884816753926704,0.618627721135299,False,False,False,False,True,False,False,False,False,True,False,False,False
1949,114000,2013,0.0,Hatchback,1.4,3.0,4.0,Citroen,C4,10,0.025626894461284102,0.002480022044640397,0.618627721135299,False,True,False,False,False,False,False,False,False,False,True,False,False
1195,101000,2010,3.0,Hatchback,1.3,3.0,4.0,Ford,Mondeo,13,0.1118765500137779,0.008542298153761367,0.618627721135299,False,True,False,False,False,False,False,False,False,True,False,False,False
14498,53055,2019,0.0,Hatchback,1.4,3.0,4.0,Mercedes-Benz,A180,4,0.04519151281344723,0.0002755580049600441,0.618627721135299,False,True,False,False,True,False,False,False,False,False,False,True,False
1995,89000,2007,0.0,Coupe,1.4,3.0,5.0,Peugeot,407,16,0.06530724717553045,0.002480022044640397,0.037475888674566,False,False,False,False,True,False,False,False,False,True,False,False,False
990,69000,2003,3.0,Hatchback,1.6,5.0,5.0,Ford,KA,20,0.1118765500137779,0.005511160099200882,0.618627721135299,False,True,False,False,True,False,False,False,True,False,False,False,False
2950,79000,2011,4.0,Hatchback,1.4,3.0,4.0,Vauxhall,Insignia,12,0.14907688068338384,0.01212455221824194,0.618627721135299,False,True,False,False,True,False,False,False,False,False,True,False,False
15900,62402,2019,1.0,Hatchback,1.4,5.0,5.0,Mercedes-Benz,A Class,4,0.04519151281344723,0.010471204188481676,0.618627721135299,False,False,False,False,True,False,False,False,False,False,False,True,False
8975,86500,2017,0.0,Hatchback,1.6,5.0,5.0,Ford,Focus,6,0.1118765500137779,0.04408928079360706,0.618627721135299,False,True,False,False,False,False,False,False,False,False,False,True,False
3399,55000,2011,2.0,Hatchback,1.6,3.0,5.0,Citroen,C4,12,0.025626894461284102,0.002480022044640397,0.618627721135299,False,True,False,False,True,False,False,False,False,False,True,False,False
1990,150000,2007,2.0,Hatchback,1.4,5.0,5.0,SKODA,Fabia,16,0.01736015431248278,0.010195646183521631,0.618627721135299,True,True,False,False,False,False,False,False,False,True,False,False,False
1200,95000,2009,3.0,Hatchback,1.6,5.0,5.0,Ford,Focus,14,0.1118765500137779,0.04408928079360706,0.618627721135299,False,True,False,False,False,False,False,False,False,True,False,False,False
1490,135800,2008,3.0,Hatchback,1.4,5.0,5.0,Mazda,Mazda2,15,0.014604574262882336,0.0038578120694406173,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
2250,98000,2006,0.0,Convertible,1.4,3.0,4.0,Saab,9-3,17,0.0019289060347203086,0.0016533480297602646,0.029760264535684762,False,False,False,False,True,False,False,False,False,True,False,False,False
2800,106305,2011,4.0,Hatchback,1.2,3.0,4.0,Volkswagen,Polo,12,0.07467621934417194,0.027280242491044365,0.618627721135299,True,True,False,False,True,False,False,False,False,False,True,False,False
2490,86000,2011,3.0,Coupe,1.0,5.0,5.0,BMW,1 Series,12,0.07357398732433178,0.012675668228162029,0.037475888674566,False,True,False,False,True,False,False,False,False,False,True,False,False
1695,75786,2008,3.0,Hatchback,1.6,5.0,5.0,Vauxhall,Corsa,15,0.14907688068338384,0.060347203086249655,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
1795,99905,2010,5.0,Hatchback,1.6,3.0,5.0,Vauxhall,Corsa,13,0.14907688068338384,0.060347203086249655,0.618627721135299,True,True,False,False,True,False,False,False,False,False,True,False,False
2500,95000,2011,0.0,Hatchback,1.6,3.0,5.0,Vauxhall,Astra,12,0.14907688068338384,0.041884816753926704,0.618627721135299,True,True,False,False,True,False,False,False,False,False,True,False,False
2495,149000,2010,1.0,Hatchback,1.6,5.0,5.0,Volkswagen,Polo,13,0.07467621934417194,0.027280242491044365,0.618627721135299,False,True,False,False,False,False,False,False,False,False,True,False,False
15900,62402,2019,1.0,Hatchback,1.6,3.0,5.0,Mercedes-Benz,A Class,4,0.04519151281344723,0.010471204188481676,0.618627721135299,False,False,False,False,True,False,False,False,False,False,False,True,False
10698,22782,2020,0.0,Hatchback,1.2,3.0,5.0,Vauxhall,Corsa,3,0.14907688068338384,0.060347203086249655,0.618627721135299,False,True,False,False,True,False,False,False,False,False,False,True,False
1795,63796,2008,0.0,Hatchback,1.4,3.0,5.0,Vauxhall,Corsa,15,0.14907688068338384,0.060347203086249655,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
1250,178000,2007,4.0,Hatchback,1.4,5.0,5.0,Vauxhall,Astra,16,0.14907688068338384,0.041884816753926704,0.618627721135299,False,False,False,False,True,False,False,False,False,True,False,False,False
988,113218,2005,0.0,Hatchback,2.0,3.0,5.0,Vauxhall,Corsa,18,0.14907688068338384,0.060347203086249655,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
1995,88000,2008,0.0,Hatchback,1.8,3.0,5.0,Vauxhall,Astra,15,0.14907688068338384,0.041884816753926704,0.618627721135299,True,True,False,False,True,False,False,False,False,True,False,False,False
1999,122000,2009,3.0,Hatchback,1.6,5.0,5.0,Vauxhall,Corsa,14,0.14907688068338384,0.060347203086249655,0.618627721135299,False,False,False,False,True,False,False,False,False,True,False,False,False
1449,57000,1999,0.0,Saloon,1.6,5.0,5.0,BMW,3 Series,24,0.07357398732433178,0.029209148525764672,0.09947643979057591,False,False,False,False,True,False,False,False,True,False,False,False,False
1290,119000,2002,4.0,Hatchback,1.8,3.0,5.0,Ford,Focus,21,0.1118765500137779,0.04408928079360706,0.618627721135299,False,False,False,False,True,False,False,False,True,False,False,False,False
1449,111400,2008,4.0,Hatchback,2.0,5.0,5.0,Volkswagen,Polo,15,0.07467621934417194,0.027280242491044365,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
3295,94000,2014,0.0,Hatchback,1.6,5.0,5.0,Vauxhall,Corsa,9,0.14907688068338384,0.060347203086249655,0.618627721135299,False,True,False,False,True,False,False,False,False,False,True,False,False
1400,155085,2004,2.0,Estate,1.6,5.0,5.0,Honda,Accord,19,0.029484706530724717,0.003031138054560485,0.04684486084320749,True,True,False,False,True,False,False,False,False,True,False,False,False
1950,93000,2012,4.0,Hatchback,1.4,3.0,5.0,Vauxhall,Corsa,11,0.14907688068338384,0.060347203086249655,0.618627721135299,False,True,False,False,True,False,False,False,False,False,True,False,False
10698,22782,2020,0.0,Hatchback,1.6,4.0,5.0,Vauxhall,Corsa,3,0.14907688068338384,0.060347203086249655,0.618627721135299,False,True,False,False,True,False,False,False,False,False,False,True,False
19800,69690,2019,1.0,Saloon,2.0,5.0,5.0,BMW,3 Series,4,0.07357398732433178,0.029209148525764672,0.09947643979057591,False,False,False,False,False,False,True,False,False,False,False,True,False
2249,99000,2009,0.0,Hatchback,2.0,3.0,5.0,Ford,Focus,14,0.1118765500137779,0.04408928079360706,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
1390,127000,2008,0.0,Hatchback,1.9,3.0,5.0,Ford,Focus,15,0.1118765500137779,0.04408928079360706,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
1795,104020,2010,4.0,Hatchback,2.0,3.0,5.0,Ford,Focus,13,0.1118765500137779,0.04408928079360706,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
1699,92000,2009,3.0,Hatchback,2.0,5.0,5.0,Peugeot,207,14,0.06530724717553045,0.012951226233122072,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
999,99000,2004,0.0,Hatchback,2.0,5.0,5.0,Ford,Fiesta,19,0.1118765500137779,0.0349958666299256,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
700,101000,2003,5.0,Convertible,2.0,5.0,5.0,Volkswagen,Beetle,20,0.07467621934417194,0.003306696059520529,0.029760264535684762,False,True,False,False,True,False,False,False,False,True,False,False,False
3250,100312,2013,3.0,Hatchback,2.0,5.0,5.0,Vauxhall,Astra,10,0.14907688068338384,0.041884816753926704,0.618627721135299,False,True,False,False,True,False,False,False,False,False,True,False,False
3245,55000,2012,0.0,Hatchback,1.8,3.0,5.0,MG,MG6,11,0.002755580049600441,0.0002755580049600441,0.618627721135299,False,True,False,False,True,False,False,False,False,False,True,False,False
1250,135000,2008,5.0,MPV,2.0,3.0,5.0,Ford,C-max,15,0.1118765500137779,0.002755580049600441,0.041884816753926704,False,False,False,False,True,False,False,False,False,True,False,False,False
1900,132000,2008,6.0,Hatchback,2.0,3.0,5.0,Honda,Civic,15,0.029484706530724717,0.013226784238082117,0.618627721135299,False,False,False,False,True,False,False,False,False,True,False,False,False
3495,127000,2015,0.0,Hatchback,2.0,3.0,5.0,Volkswagen,Polo,8,0.07467621934417194,0.027280242491044365,0.618627721135299,False,True,False,False,True,False,False,False,False,False,False,True,False
10000,46923,2017,3.0,Hatchback,1.4,5.0,5.0,MINI,Hatch,6,0.026453568476164233,0.02149352438688344,0.618627721135299,False,True,False,False,True,False,False,False,False,False,False,True,False
19800,69690,2019,1.0,Saloon,1.8,3.0,5.0,BMW,3 Series,4,0.07357398732433178,0.029209148525764672,0.09947643979057591,False,False,False,False,False,False,True,False,False,False,False,True,False
1000,160000,2008,5.0,Hatchback,2.0,3.0,5.0,Honda,Civic,15,0.029484706530724717,0.013226784238082117,0.618627721135299,False,True,False,False,False,False,False,False,False,True,False,False,False
1490,65500,2008,3.0,Hatchback,2.0,4.0,5.0,Citroen,C1,15,0.025626894461284102,0.0038578120694406173,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
1950,93000,2012,4.0,Hatchback,1.8,3.0,5.0,Vauxhall,Corsa,11,0.14907688068338384,0.060347203086249655,0.618627721135299,False,True,False,False,True,False,False,False,False,False,True,False,False
1695,115000,2007,6.0,Hatchback,1.6,5.0,5.0,Toyota,Auris,16,0.05235602094240838,0.003306696059520529,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
1750,130000,2010,4.0,Hatchback,2.0,4.0,5.0,Hyundai,i30,13,0.025626894461284102,0.005786718104160926,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
2495,149000,2010,1.0,Hatchback,2.0,4.0,5.0,Volkswagen,Polo,13,0.07467621934417194,0.027280242491044365,0.618627721135299,False,True,False,False,False,False,False,False,False,False,True,False,False
1389,68000,2002,0.0,Hatchback,1.9,5.0,5.0,Honda,Civic,21,0.029484706530724717,0.013226784238082117,0.618627721135299,False,True,False,False,True,False,False,False,True,False,False,False,False
4490,84000,2013,0.0,Hatchback,1.9,5.0,5.0,Ford,Focus,10,0.1118765500137779,0.04408928079360706,0.618627721135299,False,True,False,False,True,False,False,False,False,False,True,False,False
990,113000,2004,0.0,Hatchback,1.6,3.0,5.0,Honda,Civic,19,0.029484706530724717,0.013226784238082117,0.618627721135299,False,True,False,False,True,False,False,False,True,False,False,False,False
2849,101000,2009,4.0,Saloon,2.0,3.0,5.0,Volvo,S40,14,0.010471204188481676,0.0013777900248002205,0.09947643979057591,True,True,False,False,True,False,False,False,False,True,False,False,False
2799,99061,2011,0.0,Hatchback,1.8,5.0,5.0,SEAT,Ibiza,12,0.016533480297602647,0.012400110223201984,0.618627721135299,False,True,False,False,True,False,False,False,False,False,True,False,False
9149,55301,2016,0.0,Hatchback,2.0,2.0,4.0,Peugeot,308,7,0.06530724717553045,0.013226784238082117,0.618627721135299,False,True,False,False,False,False,False,False,False,False,False,True,False
15900,62402,2019,1.0,Hatchback,2.0,2.0,4.0,Mercedes-Benz,A Class,4,0.04519151281344723,0.010471204188481676,0.618627721135299,False,False,False,False,True,False,False,False,False,False,False,True,False
1990,84815,2003,5.0,Hatchback,1.4,2.0,4.0,Ford,Mondeo,20,0.1118765500137779,0.008542298153761367,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
3495,127000,2015,0.0,Hatchback,1.4,3.0,5.0,Volkswagen,Polo,8,0.07467621934417194,0.027280242491044365,0.618627721135299,False,True,False,False,True,False,False,False,False,False,False,True,False
1600,78521,2011,2.0,MPV,1.8,4.0,5.0,Vauxhall,Meriva,12,0.14907688068338384,0.002755580049600441,0.041884816753926704,False,True,False,False,False,False,False,False,False,False,True,False,False
2650,85000,2008,0.0,MPV,2.7,4.0,5.0,Mercedes-Benz,B Class,15,0.04519151281344723,0.0019289060347203086,0.041884816753926704,False,True,False,False,True,False,False,False,False,True,False,False,False
2990,66000,2009,0.0,Saloon,1.8,4.0,5.0,Mazda,Mazda3,14,0.014604574262882336,0.0035822540644805732,0.09947643979057591,True,True,False,False,True,False,False,False,False,True,False,False,False
2495,171090,2010,3.0,Saloon,2.0,4.0,5.0,BMW,3 Series,13,0.07357398732433178,0.029209148525764672,0.09947643979057591,False,True,False,False,True,False,False,False,False,False,True,False,False
4300,100479,2004,3.0,Coupe,1.8,4.0,5.0,Nissan,350 Z,19,0.0487737668779278,0.0002755580049600441,0.037475888674566,True,True,False,False,True,False,False,False,True,False,False,False,False
2499,68000,2008,4.0,Hatchback,1.8,4.0,5.0,MINI,Hatch,15,0.026453568476164233,0.02149352438688344,0.618627721135299,True,True,False,False,True,False,False,False,False,True,False,False,False
1500,120000,2011,2.0,Hatchback,1.8,4.0,5.0,Alfa,Romeo Mito,12,0.004960044089280794,0.002204464039680353,0.618627721135299,False,True,False,False,True,False,False,False,False,False,True,False,False
2495,113000,2009,6.0,Saloon,1.8,4.0,5.0,BMW,3 Series,14,0.07357398732433178,0.029209148525764672,0.09947643979057591,False,True,False,False,True,False,False,False,False,True,False,False,False
2799,99061,2011,0.0,Hatchback,1.8,4.0,5.0,SEAT,Ibiza,12,0.016533480297602647,0.012400110223201984,0.618627721135299,False,True,False,False,True,False,False,False,False,False,True,False,False
15900,62402,2019,1.0,Hatchback,1.8,4.0,5.0,Mercedes-Benz,A Class,4,0.04519151281344723,0.010471204188481676,0.618627721135299,False,False,False,False,True,False,False,False,False,False,False,True,False
10698,22782,2020,0.0,Hatchback,1.8,4.0,5.0,Vauxhall,Corsa,3,0.14907688068338384,0.060347203086249655,0.618627721135299,False,True,False,False,True,False,False,False,False,False,False,True,False
2950,105000,2011,0.0,Hatchback,2.0,4.0,5.0,Ford,Focus,12,0.1118765500137779,0.04408928079360706,0.618627721135299,False,True,False,False,True,False,False,False,False,False,True,False,False
3300,71000,2012,4.0,Hatchback,1.8,4.0,5.0,Vauxhall,Astra,11,0.14907688068338384,0.041884816753926704,0.618627721135299,False,True,False,False,True,False,False,False,False,False,True,False,False
2490,67104,2010,1.0,Saloon,1.8,4.0,5.0,Renault,Fluence,13,0.04767153485808763,0.0002755580049600441,0.09947643979057591,False,True,False,False,False,False,False,False,False,False,False,False,True
1490,75000,2007,0.0,Hatchback,2.0,4.0,5.0,Peugeot,207,16,0.06530724717553045,0.012951226233122072,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
2495,104000,2006,0.0,Saloon,1.8,4.0,5.0,Volkswagen,Passat,17,0.07467621934417194,0.005786718104160926,0.09947643979057591,False,False,False,False,True,False,False,False,False,True,False,False,False
1995,75350,2005,3.0,Saloon,1.8,4.0,5.0,BMW,3 Series,18,0.07357398732433178,0.029209148525764672,0.09947643979057591,False,False,False,False,True,False,False,False,True,False,False,False,False
3490,22641,2006,2.0,Saloon,1.8,4.0,5.0,Honda,Accord,17,0.029484706530724717,0.003031138054560485,0.09947643979057591,False,True,False,False,True,False,False,False,False,True,False,False,False
2490,104392,2010,4.0,Saloon,1.8,4.0,5.0,BMW,3 Series,13,0.07357398732433178,0.029209148525764672,0.09947643979057591,False,True,False,False,True,False,False,False,False,False,True,False,False
2995,104068,2010,0.0,Hatchback,1.8,4.0,5.0,Honda,Civic,13,0.029484706530724717,0.013226784238082117,0.618627721135299,False,True,False,False,True,False,False,False,False,False,True,False,False
2950,79000,2011,4.0,Hatchback,1.8,4.0,5.0,Vauxhall,Insignia,12,0.14907688068338384,0.01212455221824194,0.618627721135299,False,True,False,False,True,False,False,False,False,False,True,False,False
1950,93000,2012,4.0,Hatchback,1.8,4.0,5.0,Vauxhall,Corsa,11,0.14907688068338384,0.060347203086249655,0.618627721135299,False,True,False,False,True,False,False,False,False,False,True,False,False
10698,22782,2020,0.0,Hatchback,2.0,4.0,5.0,Vauxhall,Corsa,3,0.14907688068338384,0.060347203086249655,0.618627721135299,False,True,False,False,True,False,False,False,False,False,False,True,False
10198,50028,2016,0.0,SUV,2.0,4.0,5.0,KIA,Sportage,7,0.02149352438688344,0.009093414163681455,0.12427666023697989,False,True,False,False,True,False,False,False,False,False,False,True,False
988,111479,2005,2.0,Hatchback,2.0,4.0,5.0,Ford,Focus,18,0.1118765500137779,0.04408928079360706,0.618627721135299,False,True,False,False,True,False,False,False,True,False,False,False,False
3250,126000,1995,4.0,Hatchback,2.0,4.0,5.0,Citroen,Citroen XM,28,0.025626894461284102,0.0002755580049600441,0.618627721135299,False,True,False,False,False,False,False,True,False,False,False,False,False
1389,80000,2000,0.0,Saloon,2.0,4.0,5.0,BMW,3 Series,23,0.07357398732433178,0.029209148525764672,0.09947643979057591,False,True,False,False,True,False,False,False,True,False,False,False,False
1395,99911,2003,4.0,Hatchback,1.8,4.0,5.0,MINI,Hatch,20,0.026453568476164233,0.02149352438688344,0.618627721135299,False,True,False,False,True,False,False,False,True,False,False,False,False
2490,46000,2007,3.0,Hatchback,2.0,4.0,5.0,MINI,Hatch,16,0.026453568476164233,0.02149352438688344,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
2895,120000,2014,0.0,Hatchback,2.0,4.0,5.0,Vauxhall,Astra,9,0.14907688068338384,0.041884816753926704,0.618627721135299,True,True,False,False,True,False,False,False,False,False,True,False,False
3289,79000,2012,0.0,SUV,2.0,5.0,5.0,Vauxhall,Antara,11,0.14907688068338384,0.0011022320198401765,0.12427666023697989,False,True,False,False,False,False,False,False,False,False,True,False,False
3799,114000,2014,3.0,Hatchback,3.0,5.0,5.0,Vauxhall,Insignia,9,0.14907688068338384,0.01212455221824194,0.618627721135299,True,True,False,False,True,False,False,False,False,False,True,False,False
2945,66000,2008,3.0,Hatchback,2.0,5.0,5.0,Peugeot,207,15,0.06530724717553045,0.012951226233122072,0.618627721135299,False,False,False,False,True,False,False,False,False,True,False,False,False
2499,65000,2009,3.0,Hatchback,1.8,2.0,4.0,Nissan,Note,14,0.0487737668779278,0.003306696059520529,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
798,140599,2008,0.0,Hatchback,2.0,2.0,4.0,Ford,Focus,15,0.1118765500137779,0.04408928079360706,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
10198,50028,2016,0.0,SUV,2.0,2.0,4.0,KIA,Sportage,7,0.02149352438688344,0.009093414163681455,0.12427666023697989,False,True,False,False,True,False,False,False,False,False,False,True,False
10000,46923,2017,3.0,Hatchback,2.0,2.0,4.0,MINI,Hatch,6,0.026453568476164233,0.02149352438688344,0.618627721135299,False,True,False,False,True,False,False,False,False,False,False,True,False
2799,99061,2011,0.0,Hatchback,2.0,2.0,4.0,SEAT,Ibiza,12,0.016533480297602647,0.012400110223201984,0.618627721135299,False,True,False,False,True,False,False,False,False,False,True,False,False
995,184000,2009,0.0,Hatchback,2.0,5.0,5.0,Mercedes-Benz,A Class,14,0.04519151281344723,0.010471204188481676,0.618627721135299,False,True,False,False,False,False,False,False,False,True,False,False,False
2950,139000,2004,0.0,Saloon,2.0,5.0,5.0,BMW,5 Series,19,0.07357398732433178,0.005235602094240838,0.09947643979057591,False,False,False,False,True,False,False,False,True,False,False,False,False
1389,120000,1999,0.0,SUV,2.0,5.0,5.0,Honda,Cr-v,24,0.029484706530724717,0.002480022044640397,0.12427666023697989,False,False,False,False,True,False,False,False,True,False,False,False,False
990,85000,2007,0.0,Hatchback,2.0,2.0,4.0,Proton,Savvy,16,0.0008266740148801323,0.0005511160099200882,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
1850,93000,2009,4.0,Hatchback,2.0,2.0,4.0,Vauxhall,Corsa,14,0.14907688068338384,0.060347203086249655,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
1990,51116,2008,3.0,Hatchback,2.0,2.0,4.0,Peugeot,207,15,0.06530724717553045,0.012951226233122072,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
2695,69000,2005,0.0,Hatchback,2.0,2.0,4.0,MINI,Hatch,18,0.026453568476164233,0.02149352438688344,0.618627721135299,False,True,False,False,True,False,False,False,True,False,False,False,False
1895,111998,2007,2.0,Hatchback,2.0,2.0,4.0,Nissan,Micra,16,0.0487737668779278,0.005511160099200882,0.618627721135299,False,False,False,False,True,False,False,False,False,True,False,False,False
1995,93101,2008,6.0,Hatchback,2.0,2.0,4.0,Vauxhall,Astra,15,0.14907688068338384,0.041884816753926704,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
2950,105000,2011,0.0,Hatchback,2.0,2.0,4.0,Ford,Focus,12,0.1118765500137779,0.04408928079360706,0.618627721135299,False,True,False,False,True,False,False,False,False,False,True,False,False
10000,46923,2017,3.0,Hatchback,2.0,2.0,4.0,MINI,Hatch,6,0.026453568476164233,0.02149352438688344,0.618627721135299,False,True,False,False,True,False,False,False,False,False,False,True,False
10198,50028,2016,0.0,SUV,2.0,2.0,4.0,KIA,Sportage,7,0.02149352438688344,0.009093414163681455,0.12427666023697989,False,True,False,False,True,False,False,False,False,False,False,True,False
1395,45000,2010,0.0,Hatchback,2.0,2.0,4.0,Fiat,Panda,13,0.028658032515844586,0.0013777900248002205,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
2495,74325,2007,0.0,Saloon,2.0,2.0,4.0,BMW,3 Series,16,0.07357398732433178,0.029209148525764672,0.09947643979057591,False,True,False,False,True,False,False,False,False,True,False,False,False
1498,102329,2007,0.0,Hatchback,2.0,2.0,4.0,Vauxhall,Corsa,16,0.14907688068338384,0.060347203086249655,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
2495,97000,2008,2.0,Hatchback,2.0,2.0,4.0,Mazda,Mazda2,15,0.014604574262882336,0.0038578120694406173,0.618627721135299,True,True,False,False,True,False,False,False,False,True,False,False,False
1949,113000,2011,0.0,Hatchback,2.0,2.0,4.0,Vauxhall,Insignia,12,0.14907688068338384,0.01212455221824194,0.618627721135299,False,True,False,False,False,False,False,False,False,False,True,False,False
2700,84000,2014,3.0,Hatchback,2.0,2.0,4.0,Vauxhall,Corsa,9,0.14907688068338384,0.060347203086249655,0.618627721135299,False,True,False,False,False,False,False,False,False,False,True,False,False
1990,43000,2007,0.0,Hatchback,2.0,2.0,4.0,Renault,Megane,16,0.04767153485808763,0.0074400661339211905,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
1400,92000,2006,1.0,Hatchback,2.0,4.0,5.0,Renault,Clio,17,0.04767153485808763,0.028658032515844586,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
1500,100600,2010,4.0,Hatchback,3.0,4.0,5.0,Hyundai,i20,13,0.025626894461284102,0.006613392119041058,0.618627721135299,False,True,False,False,True,False,False,False,False,True,False,False,False
2995,100000,2012,0.0,Hatchback,2.0,4.0,5.0,Ford,Focus,11,0.1118765500137779,0.04408928079360706,0.618627721135299,False,True,False,False,False,False,False,False,False,False,True,False,False
999,111400,2007,2.0,Hatchback,2.0,5.0,5.0,Peugeot,207,16,0.06530724717553045,0.012951226233122072,0.618627721135299,False,True,False,False,False,False,False,False,False,True,False,False,False
10198,50028,2016,0.0,SUV,2.0,4.0,5.0,KIA,Sportage,7,0.02149352438688344,0.009093414163681455,0.12427666023697989,False,True,False,False,True,False,False,False,False,False,False,True,False
15900,62402,2019,1.0,Hatchback,2.5,5.0,5.0,Mercedes-Benz,A Class,4,0.04519151281344723,0.010471204188481676,0.618627721135299,False,False,False,False,True,False,False,False,False,False,False,True,False
1300,120000,2010,1.0,Hatchback,2.0,5.0,5.0,Citroen,C3,13,0.025626894461284102,0.006888950124001102,0.618627721135299,False,True,False,False,True,False,False,False,False,False,True,False,False
4250,95000,2006,0.0,Saloon,3.0,5.0,5.0,Audi,A6 Saloon,17,0.03968035271424635,0.0016533480297602646,0.09947643979057591,False,False,False,False,True,False,False,False,False,True,False,False,False
